,Movie_title,user_rating,Genres,Cast
10,Bad City,67,"Action,Crime","Hitoshi Ozawa,Mitsu Dan,Akane Sakanoue,Katsuya,Masanori Mimoto,Kazuki Namioka,Tak Sakaguchi,Lily Franky,Masaya Kato,Rino Katase,Yasukaze Motomiya,Kazuyoshi Ozawa,Taro Suwa,Kentarō Shimazu,Koji Kiryu,Akira Hamada,Arisa Matsunaga,Huh Soo-cheol,Akihiko Kuwata,Hideo Nakano,Kenji Fukuda,Daisuke Nagakura,Yoshiyuki Yamaguchi,TOMOKAZU"
11,Forrest Gump,85,"Comedy,Drama,Romance","Tom Hanks,Robin Wright,Gary Sinise,Sally Field,Mykelti Williamson,Michael Conner Humphreys,Hanna Hall,Haley Joel Osment,Siobhan Fallon Hogan,Rebecca Williams,Bob Penny,Harold G. Herthum,George Kelly,John Randall,Sam Anderson,Margo Moorer,Ione M. Telech,Christine Seabrook,John Worsham,Peter Dobson,Alexander Zemeckis,Logan Livingston Gomez,Ben Waddel,Elizabeth Hanks,Tyler Long,Christopher Jones,Grady Bowman,Kevin Mangan,Fay Genens,Frank Geyer,Rob Landry,Jason McGuire,Pete Auster,Sonny Shroyer,Brett Rice,Ed Davis,Daniel C. Striepeke,Bruce Lucvia,David Brisbin,Kirk Ward,Angela Lomas,Timothy Record,Deborah McTeer,Mark Matheisen,Al Harrington,Jed Gillin,Bob Harks,Don Fischer,Kenneth Bevington,Michael Flannery,Gary Robinson,Marlena Smalls,Kitty K. Green,Afemo Omilami,Matt Wallace,Danté McCarthy,Paulie DiCocco,Mike Jolly,Michael Kemmerling,John Voldstad,Jeffrey Winner,Russ Wilson,Daniel J. Gillooly,Calvin Gadsden,Aaron Izbicki,Michael Burgess,Steven Griffith,Bill Roberson,Michael McFall,Eric Underwood,Steve DeRelian,Byron Minns,Stephen Bridgewater,Bonnie Ann Burgess,Scott Oliver,John William Galt,Hilary Chaplain,Isabel Rose,Jay Ross,Richard D'Alessandro,Dick Stilwell,Kevin Davis,Michael Jace,Geoffrey Blake,Tim Perry,Vanessa Roth,Emily Carey,Paul Raczkowski,Valentine,Dick Cavett,Joe Stefanelli,Tiffany Salerno,Marla Sucharetza,Aloysius Gigl,Jack Bowden,Joe Alaskey,Lazarus Jackson,W. Benson Terry,Matt Rebenkoff,Peter Bannon,Joe Washington,Nora Dunfee,Natalie Hendrix Tate,Hallie D'Amore,Jim Hanks,Chiffonye Cobb,Juan Singleton,Bobby Richardson,Michael Mattison,Lenny Herb,Charles Boswell,Timothy McNeil,Lonnie Hamilton,Teresa Denton,Kurt Russell,Mary Ellen Trainor,Robb Skyler,Michael J. Oliver,Bryan Hanna,Greg Brown,Brendan Shanahan,Troy Christian,Jacqueline Lovell,Zach Hanner,Aaron Michael Lacey,William Shipman"
12,M3GAN,73,"Science Fiction,Horror","Allison Williams,Violet McGraw,Ronny Chieng,Amie Donald,Jenna Davis,Brian Jordan Alvarez,Jen Van Epps,Stephane Garneau-Monten,Lori Dungey,Amy Usherwood,Jack Cassidy,Michael Saccente,Samson Chan-Boon,Kira Josephson,Renee Lyons,Millen Baird,Chelsie Preston Crayford,Arlo Green,Natasha Daniel,Jaya Beach-Robertson,Cameron Randell,Clinton Randell,Marley Sharpe,Coco Poole,Mila Leith,Ruby Qereqeretabua"
13,Run Rabbit Run,53,"Horror,Thriller","Sarah Snook,Greta Scacchi,Damon Herriman,Julia Davis,Trevor Jamieson,Georgina Naidu,Shabana Azeez,Lily LaTorre,Neil Melville,Katherine Slattery,Naomi Rukavina,Heather Burridge"
14,God Is a Bullet,64,"Action,Crime,Horror","Maika Monroe,Nikolaj Coster-Waldau,Karl Glusman,January Jones,Jamie Foxx,Paul Johansson,David Thornton,Ethan Suplee,Jonathan Tucker,Brendan Sexton III,Garrett Wareing,Virginia Cassavetes,Kola Olasiji,Tonya Cornelisse,Robert Craighead,Nancy De Mayo,Samantha Lockwood,Xavier Declie,Nico Galán,Chloe Guy,Danny Minnick,Jennifer Marks,Grant Roberts,Arnulfo Reyes Sanchez,Lindsay Hanzl,Pamela Cortés,Georgia Clark,Isabel Benet,Vitter Leija,Ivan Lee Holmes,Rooter Wareing,Andres Dardon,Erin Guzowski,Mario Escalante"
15,Ghosted,71,"Action,Comedy,Romance","Chris Evans,Ana de Armas,Adrien Brody,Mike Moh,Amy Sedaris,Tate Donovan,Tim Blake Nelson,Marwan Kenzari,Anna Deavere Smith,Lizze Broadway,Mustafa Shakir,Tiya Sircar,Stephen Park,Burn Gorman,Anthony Mackie,John Cho,Sebastian Stan,Ryan Reynolds,Humza Shabazz,Israel Vaughan,Victoria Garcia-Kelleher,Jordan Blair Mangold Brown,Zane Shaw,Stephanie Weis,Dexter Fletcher"
16,What the Waters Left Behind: Scars,60,Horror,"Agustin Olcese,Clara Kovacic,Magui Bravi,Eugenia Rigón,Matías Desiderio,Juan Pablo Bishel,Mario Alarcón,David Michigan,Germán Baudino,Chucho Fernández,Paula Brasca"
17,Bed Rest,66,Horror,"Melissa Barrera,Guy Burnet,Edie Inksetter,Sebastian Billingsley-Rodriguez,Erik Athavale,Kristen Sawatzky,Koen Schneiderat,Paul Essiembre,Marina Stephenson Kerr,Diana Botelho-Urbanski,Kristen Harris,Stephanie Sy,Adam Hurtig,Ava Julien,Darcy Fehr,Arne MacPherson,Jean-Jacques Javier,Stephanie Moroz"
18,Garfield,57,"Animation,Comedy,Family","Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Evan Arnold,Mark Christopher Lawrence,Jimmy Kimmel,Debra Messing,Nick Cannon,Alan Cumming,Brad Garrett,David Eigenberg,Jerry Hauck,Richard Kind,Vanessa Campbell,Daamen J. Krall,Alyson Stoner,Rufus Gifford,Randee Reicher,Eve Brent,Bill Hoag,Susan Moore,Ben Kronen,Michael Monks,Mel Rodriguez,Ryan McKasson,Juliette Goglia,Joseph Edward Taylor"
19,Skinamarink,57,Horror,"Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Evan Arnold,Mark Christopher Lawrence,Jimmy Kimmel,Debra Messing,Nick Cannon,Alan Cumming,Brad Garrett,David Eigenberg,Jerry Hauck,Richard Kind,Vanessa Campbell,Daamen J. Krall,Alyson Stoner,Rufus Gifford,Randee Reicher,Eve Brent,Bill Hoag,Susan Moore,Ben Kronen,Michael Monks,Mel Rodriguez,Ryan McKasson,Juliette Goglia,Joseph Edward Taylor"
