,Movie_title,user_rating,Genres,Cast
10,Knights of the Zodiac,67,"Fantasy,Action,Adventure","Mackenyu,Madison Iseman,Diego Tinoco,Mark Dacascos,Nick Stahl,Famke Janssen,Sean Bean,Caitlin M Hutson,Katie Moy,Kaylan Teague,Ryusei Iwata,T.J. Storm,David Torok,Todd Williams,Zoltan Durko"
11,The Gates,75,Horror,"Mackenyu,Madison Iseman,Diego Tinoco,Mark Dacascos,Nick Stahl,Famke Janssen,Sean Bean,Caitlin M Hutson,Katie Moy,Kaylan Teague,Ryusei Iwata,T.J. Storm,David Torok,Todd Williams,Zoltan Durko"
12,The Meg,62,"Action,Science Fiction,Horror","Jason Statham,Li Bingbing,Rainn Wilson,Cliff Curtis,Ruby Rose,Jessica McNamee,Masi Oka,Winston Chao,Shuya Sophia Cai,Page Kennedy,Robert Taylor,Ólafur Darri Ólafsson,Raymond Vinton,Mai Hongmei,Wei Yi,Vithaya Pansringarm,Rob Kipa-Williams,Tawanda Manyimo,Mark Trotter,James Gaylyn,Andrew Grainger,Steven A. Davis,Glen Levy,Edwin Wright,Sui Fong Ivy Tsui,Jeremy Tan,Douglas Lee,Tim Wong,Yoson An,Yao Yao,Leand Macadaan"
13,Los Habitantes,69,"Thriller,Horror","Angélica Aragón,Jorge Luis Moreno,Estefanía Hinojosa,Paulina Cantu Felix,Gari Garibaldi,Jessica Rosanna Mendiolea Dávila,Brenda Caballero,Sergio Zurita,Isabella Dávila"
14,La Leyenda de los Chaneques,85,"Animation,Comedy,Family,Horror","Benny Emmanuel,Emilio Treviño,Jorge Rafael,Mayté Cordero,Annie Rojas,Eduardo España,Andrés Couturier,Alejandro Villeli,Gabriel Basurto"
15,The Outwaters,46,"Horror,Science Fiction,Thriller","Robbie Banfitch,Angela Basolis,Scott Schamell,Michelle May,Leslie Ann Banfitch,Christine Brown,Melissa Andrea,Nancy Bujnowski,Aro Caitlin,Scott Oakdale"
16,Talk to Me,70,"Horror,Thriller","Sophie Wilde,Joe Bird,Alexandra Jensen,Otis Dhanji,Miranda Otto,Zoe Terakes,Chris Alosio,Marcus Johnson,Alexandria Steffensen,Ari McCarthy,Sunny Johnson,James Oliver,Cass Cumerford,Jett Gazley,Kitt Erhart-Bruce,Hamish Phillips,Kidaan Zelleke,Sarah Brokensha,Jayden Davison,Jodie Dry,Michael Harpas,Frances Cassar,Kelly Butler,Ava Stenta,Harli Ames,Leeanna Walsman,Kerry Reid,Robin Northover,David Simmons,Jacek Koman,Nicola Thiele,Helene Philippou,Jude Turner,Jem O'Callaghan,Zac Scott,Oscar Wangel,Jess Kuss,David Roberts,Demi Van Kasteren,Pia Gillings,Courtlan Gordan,Louisa Giameos,Joe Romeo,Alex Noel McCarthy,Charlie Morkunas,Patricia Haycock,Murray Haycock,Leonardo Dantès,KSI,Harry Lewis,Simon Minter,Vik Barn,Tobi Brown,Josh Bradley,Ethan Payne"
17,Mission: Impossible - Dead Reckoning Part One,77,"Action,Adventure,Thriller","Tom Cruise,Hayley Atwell,Ving Rhames,Simon Pegg,Rebecca Ferguson,Vanessa Kirby,Esai Morales,Pom Klementieff,Henry Czerny,Shea Whigham,Greg Tarzan Davis,Frederick Schmidt,Mariela Garriga,Cary Elwes,Charles Parnell,Mark Gatiss,Indira Varma,Rob Delaney,Marcello Walton,Brian Law,Lincoln Conway,Alex James-Phelps,Marcin Dorociński,Ivan Ivashkin,Zahari Baharov,Adrian Bouchet,Sam Barrett,Louis Vaughan,Jean Kartal,Os Leanse,Luke Smith,Nikolaos Brahimllari,Matt Malecki,Damian Rozanek,Antonio Bustorff,Ioachim Ciobanu,Michael Kosterin,Sergej Lopouchanski,Robert Luckay,Jadran Malkovich,Mikhail Safronov,Christopher Sciueref,Andrea Scarduzio,Barnaby Kay,Gloria Obianyo,Alex Brock,Kaye Dinauto,Dana Blacklake,Arevinth V Sarma,Doroteya Toleva,Lucia Tong,Hersha Verity,Yennis Cheung,Laura Vortler,Faycal Attougui,Gaetano Bruno,Marco Sincini,Evita Ciri,Melissa Anna Bartolini,John Akanmu,Marco Lascari,Simon Rizzoni,Nicolas Wang,Lee Bridgman,Daniella Carraturo,Katie Collins,Joanna Dyce,Taylor Goodridge,Jessica Holland,Philip Hulford,Grace Jabbari,Ira Mandela Siobhan,Nicholas Tredrea,Megan Westpfel,Marc Wesley DeHaney,Rocky Taylor"
18,Jericho Ridge,70,"Action,Thriller","Tom Cruise,Hayley Atwell,Ving Rhames,Simon Pegg,Rebecca Ferguson,Vanessa Kirby,Esai Morales,Pom Klementieff,Henry Czerny,Shea Whigham,Greg Tarzan Davis,Frederick Schmidt,Mariela Garriga,Cary Elwes,Charles Parnell,Mark Gatiss,Indira Varma,Rob Delaney,Marcello Walton,Brian Law,Lincoln Conway,Alex James-Phelps,Marcin Dorociński,Ivan Ivashkin,Zahari Baharov,Adrian Bouchet,Sam Barrett,Louis Vaughan,Jean Kartal,Os Leanse,Luke Smith,Nikolaos Brahimllari,Matt Malecki,Damian Rozanek,Antonio Bustorff,Ioachim Ciobanu,Michael Kosterin,Sergej Lopouchanski,Robert Luckay,Jadran Malkovich,Mikhail Safronov,Christopher Sciueref,Andrea Scarduzio,Barnaby Kay,Gloria Obianyo,Alex Brock,Kaye Dinauto,Dana Blacklake,Arevinth V Sarma,Doroteya Toleva,Lucia Tong,Hersha Verity,Yennis Cheung,Laura Vortler,Faycal Attougui,Gaetano Bruno,Marco Sincini,Evita Ciri,Melissa Anna Bartolini,John Akanmu,Marco Lascari,Simon Rizzoni,Nicolas Wang,Lee Bridgman,Daniella Carraturo,Katie Collins,Joanna Dyce,Taylor Goodridge,Jessica Holland,Philip Hulford,Grace Jabbari,Ira Mandela Siobhan,Nicholas Tredrea,Megan Westpfel,Marc Wesley DeHaney,Rocky Taylor"
19,Avatar: The Way of Water,77,"Science Fiction,Adventure,Action","Sam Worthington,Zoe Saldaña,Sigourney Weaver,Stephen Lang,Kate Winslet,Cliff Curtis,Joel David Moore,CCH Pounder,Edie Falco,Jemaine Clement,Giovanni Ribisi,Britain Dalton,Jamie Flatters,Trinity Bliss,Jack Champion,Brendan Cowell,Bailey Bass,Filip Geljo,Duane Evans Jr.,Dileep Rao,Matt Gerald,Robert Okumu,Jennifer Stafford,Keston John,Kevin Dorman,Alicia Vela-Bailey,Sean Anthony Moran,Andrew Arrabito,Johnny Alexander,Kim Do,Victor T. Lopez,Maria Walker,Phil Brown,Jocelyn Christian,Joel Tobeck,Moana Ete,Phil Peleton,Jamie Landau,Jim Moore,Benjamin Hoetjes,Nikita Tu Bryant,Anthony Ahern,Shane Rangi,Rick Lucas,Tanya Drewery,Ava Diakhaby,Isaac Te Reina,Eric Farmer,Philip Mtambo,Daniel Lough,Cruz Moir,Alex Lucas,Scarlett Fernandez,Chloe Coleman,Jeremy Irwin,Jake McLean,CJ Jones,Adrien Antoine,Ingrid Donnadieu,Ninon Moreau,Sylvie Genty,Xavier Fagnon,Matt Mouredon,Julien Alluguette,Oscar Douieb,Anneliese Fromont,Mathieu Buscatto,Jaynelia Coadou,Marianne Leroux,Thiéry Dubé,Laurent Maurel,Carmen Levrau,Pierre Boulanger,Patrick Mancini,Michèle Bardollet,Luc Boulad,Boris Rehlinger,Alexandre Nguyen,Damien Witecka"
